date,open,high,low,close,volume
2024-05-14,169.77,171.25,168.8,170.34,24999279.0
2024-05-15,170.63,172.65,170.51,172.51,23728252.0
2024-05-16,173.29,175.115,172.69,174.18,27683741.0
2024-05-17,174.18,176.265,173.69,176.06,23718922.0
2024-05-20,176.192,178.77,176.08,176.92,21889196.0
2024-05-21,176.9,178.15,175.81,177.85,15551195.0
2024-05-22,176.644,177.15,175.21,176.38,16578014.0
2024-05-23,177.07,178.25,172.95,173.55,20019300.0
2024-05-24,174.98,175.77,173.65,174.99,16313229.0
2024-05-28,174.45,177.27,174.365,176.4,20222545.0
2024-05-29,175.43,176.836,174.72,175.9,22097770.0
2024-05-30,175.2,175.22,171.79,172.11,20794404.0
2024-05-31,171.86,173.06,169.44,172.5,35832924.0
2024-06-03,172.54,174.525,171.16,173.17,26291328.0
2024-06-04,173.28,173.845,171.89,173.79,24276067.0
2024-06-05,175.2,176.645,173.9339,175.41,19923463.0
2024-06-06,175.895,177.15,175.75,176.73,22115210.0
2024-06-07,177.05,177.87,174.3,174.46,17643631.0
2024-06-10,174.97,177.06,172.76,175.01,21570448.0
2024-06-11,176.22,176.84,173.7701,176.62,20041120.0
2024-06-12,178.25,180.41,176.11,177.79,23630647.0
2024-06-13,176.11,176.74,174.88,175.16,17904640.0
2024-06-14,174.22,177.0623,174.15,176.79,17494576.0
2024-06-17,175.46,178.36,174.81,177.24,17732408.0
2024-06-18,177.14,177.385,174.1042,175.09,21485723.0
2024-06-20,175.37,177.29,174.99,176.3,19561826.0
2024-06-21,177,180.85,176.61,179.63,56130073.0
2024-06-24,180.16,180.89,178.67,179.22,17572736.0
2024-06-25,179.62,184.29,179.42,184.03,22637360.0
2024-06-26,182.63,184.51,182.48,183.88,18392614.0
2024-06-27,184.18,186.05,184.02,185.41,18270591.0
2024-06-28,184.32,185.13,181.96,182.15,26738062.0
2024-07-01,183.03,183.88,181.3,182.99,15690304.0
2024-07-02,182.05,185.57,181.56,185.24,16834781.0
2024-07-03,184.85,186.09,184,185.82,10012767.0
2024-07-05,185.855,190.86,185.8,190.6,20556199.0
2024-07-08,189.895,190.17,187.78,189.03,18940210.0
2024-07-09,190.31,191.36,188.72,188.98,14847567.0
2024-07-10,189.15,191.75,189.03,191.18,15569113.0
2024-07-11,189.845,190.86,185.08,185.57,25192782.0
2024-07-12,185.08,187.11,184.49,185.07,22415063.0
2024-07-15,184.92,188.24,184.92,186.53,16291107.0
2024-07-16,187.36,188.68,183.3736,183.92,17958383.0
2024-07-17,182.965,183.55,179.9,181.02,20329422.0
2024-07-18,181.93,182.5,176.47,177.69,24947873.0
2024-07-19,178.88,180.29,177.13,177.66,17933399.0
2024-07-22,180.59,182.7,180.23,181.67,22638839.0
2024-07-23,182.05,183.61,181.54,181.79,36086635.0
2024-07-24,173.6,176.19,171.82,172.63,49227510.0
2024-07-25,172.52,173.42,167.19,167.28,43218337.0
2024-07-26,167.15,168.09,164.06,167,39607350.0
2024-07-29,168.83,170.43,167.99,169.53,20036023.0
2024-07-30,170.24,171.2299,168.44,170.29,17942474.0
2024-07-31,173.24,174.245,170.01,171.54,24897227.0
2024-08-01,170.25,174.05,168.88,170.76,23289649.0
2024-08-02,166.44,168.51,164.67,166.66,28298893.0
2024-08-05,155.5,164.43,154.93,159.25,52610421.0
2024-08-06,159.33,160.57,156.41,158.29,47959632.0
2024-08-07,161.25,162.98,158.47,158.94,24404030.0
2024-08-08,160.51,163.69,160.21,162.03,23068433.0
2024-08-09,160.01,163.79,159.06,163.67,28232905.0
2024-08-12,164.35,164.9,161.84,162.29,14885852.0
2024-08-13,163.41,164.73,162.97,164.16,18290914.0
2024-08-14,162.4,163.22,157.71,160.37,40218193.0
2024-08-15,160.5,161.635,159.61,161.3,30210407.0
2024-08-16,161.47,165.06,161.13,162.96,23532711.0
2024-08-19,165.28,166.69,164.26,166.67,21631412.0
2024-08-20,166.9,168.64,166.82,167.18,17759608.0
2024-08-21,165.15,166.85,164.67,165.85,21209668.0
2024-08-22,167.26,167.59,163.31,163.8,19475172.0
2024-08-23,164.72,166.18,163.83,165.62,13740089.0
2024-08-26,166.38,167.55,164.455,166.16,12315714.0
2024-08-27,165.835,166.4426,164.46,164.68,11434854.0
2024-08-28,165.035,165.6,161.5284,162.85,16093415.0
2024-08-29,164.31,165.97,160.25,161.78,18608660.0
2024-08-30,162.615,163.66,161.6925,163.38,20469899.0
2024-09-03,161.72,161.85,156.48,157.36,38031833.0
2024-09-04,156.655,159,155.9616,156.45,18786166.0
2024-09-05,156.3,159.45,155.9805,157.24,17641064.0
2024-09-06,157.3,157.83,150.55,150.92,35567341.0
2024-09-09,152.51,153.4,147.215,148.71,35350526.0
2024-09-10,150.45,151.27,148.34,148.66,29811603.0
2024-09-11,149.92,151.5,147.52,151.16,29041726.0
2024-09-12,153.8,154.82,152.65,154.69,28410826.0
2024-09-13,155.43,158.38,155.21,157.46,28732333.0
2024-09-16,157.31,158.25,156.6,158.06,17776719.0
2024-09-17,159.02,160.55,158.375,159.32,20509022.0
2024-09-18,159.86,160.5,158.595,159.81,23439675.0
2024-09-19,163.71,163.79,161.34,162.14,25118585.0
2024-09-20,163.5,163.73,162.06,163.59,36624248.0
2024-09-23,164.35,165.49,161.67,161.85,21661997.0
2024-09-24,163.03,163.2158,160.69,162.29,22892713.0
2024-09-25,161.47,162.81,161.3,161.49,18361127.0
2024-09-26,163.64,164.08,162.28,162.73,19449441.0
2024-09-27,162.81,165.7,162.6261,163.95,20482712.0
2024-09-30,163.32,166.15,163.26,165.85,19680893.0
2024-10-01,167.685,169.16,164.58,166.99,27453077.0
2024-10-02,166.42,167.52,164.73,165.86,17234517.0
2024-10-03,164.41,166.64,163.923,165.86,14496629.0
2024-10-04,168.06,168.23,165.48,167.06,18854981.0
2024-10-07,167.72,168.48,162.75,162.98,21439155.0
2024-10-08,163.94,164.725,162.87,164.38,21783929.0
2024-10-09,163.45,164.84,159.74,161.86,30687457.0
2024-10-10,160.87,163.07,160.395,162.08,13679476.0
2024-10-11,162.13,163.9,161.235,163.24,14824863.0
2024-10-14,163.64,166.226,163.4,164.96,15096377.0
2024-10-15,165.785,167.68,164.625,165.46,19207901.0
2024-10-16,164.53,165.8,163.74,165.16,15810305.0
2024-10-17,165.73,166.37,162.76,162.93,20777093.0
2024-10-18,163.19,164.71,163.08,163.42,19279329.0
2024-10-21,162.95,164.5,162.62,164.07,19026369.0
2024-10-22,162.98,165.77,162.98,165.14,15675360.0
2024-10-23,164.76,165.82,161.925,162.78,16737190.0
2024-10-24,162.83,163.33,161.01,162.72,21705233.0
2024-10-25,163.67,165.59,163.42,165.27,17746719.0
2024-10-28,168.75,168.75,163.95,166.72,30813012.0
2024-10-29,167.73,170.38,167.0896,169.68,41819772.0
2024-10-30,180.68,182.02,174.0599,174.46,67969475.0
2024-10-31,173.13,176.82,171,171.11,43105819.0
2024-11-01,170.07,172.32,168.88,171.29,29833318.0
2024-11-04,169.93,170.73,168.011,169.24,20359732.0
2024-11-05,169.43,170.53,168.84,169.74,17442234.0
2024-11-06,173.8,176.94,173.5,176.51,32471083.0
2024-11-07,177.41,181.08,177.19,180.75,24473234.0
2024-11-08,180.645,180.9,178.08,178.35,21440421.0
2024-11-11,178.58,180.545,178.47,180.35,15713564.0
2024-11-12,179.82,182.49,179.39,181.62,23771691.0
2024-11-13,180.46,180.96,178.54,178.88,20219823.0
2024-11-14,178.28,178.82,174.3218,175.58,28361543.0
2024-11-15,173.73,174.14,171.22,172.49,30508847.0
2024-11-18,173.42,175.438,172.9,175.3,17997254.0
2024-11-19,173.72,178.87,173.56,178.12,23025618.0
2024-11-20,177.34,177.675,173.78,175.98,18375071.0
2024-11-21,173.9,174.13,163.7,167.63,57245074.0
2024-11-22,165.85,166.46,163.9,164.76,37524025.0
2024-11-25,166.09,168.63,165.6072,167.65,30652455.0
2024-11-26,167.63,169.82,167.58,169.12,19481784.0
2024-11-27,169,169.4832,168.02,169.23,17551359.0
2024-11-29,168.5,169.43,167.16,168.95,12746696.0
2024-12-02,168.765,172.075,168.57,171.49,22636065.0
2024-12-03,171.49,172.68,170.85,171.34,21706197.0
2024-12-04,171.145,174.91,171.06,174.37,29968840.0
2024-12-05,175.36,176.06,172.33,172.64,20404711.0
2024-12-06,172.03,175.08,171.86,174.71,20843685.0
2024-12-09,173.96,176.26,173.65,175.37,23908656.0
2024-12-10,182.845,186.36,181.05,185.17,52926691.0
2024-12-11,185.31,195.61,184.85,195.4,65269612.0
2024-12-12,195,195.18,191.71,191.96,33139728.0
2024-12-13,191.01,192.73,189.64,189.82,23381941.0
2024-12-16,192.87,199,192.62,196.66,43030382.0
2024-12-17,197.25,201.42,194.98,195.42,40687929.0
2024-12-18,195.22,197,187.74,188.4,32603156.0
2024-12-19,191.625,193.03,188.38,188.51,30066123.0
2024-12-20,185.78,192.89,185.22,191.41,53361221.0
2024-12-23,192.62,195.1,190.15,194.63,23620047.0
2024-12-24,194.84,196.11,193.78,196.11,10007258.0
2024-12-26,195.15,196.748,194.375,195.6,11549120.0
2024-12-27,194.95,195.32,190.65,192.76,18272389.0
2024-12-30,189.8,192.55,189.12,191.24,13769804.0
2024-12-31,191.075,191.96,188.51,189.3,16977437.0
2025-01-02,190.65,192,187.5,189.43,19782354.0
2025-01-03,191.37,193.21,189.975,191.79,17247006.0
2025-01-06,193.98,198.2222,193.85,196.87,28259244.0
2025-01-07,197.11,201,194.6,195.49,26020864.0
2025-01-08,192.57,196.29,192.38,193.95,24329492.0
2025-01-10,194.295,196.52,190.31,192.04,26078291.0
2025-01-13,190.07,191.18,187.36,191.01,20996915.0
2025-01-14,191.24,191.98,188.3082,189.66,16621820.0
2025-01-15,193.09,196.36,191.86,195.55,20445374.0
2025-01-16,194.14,195.48,192.81,192.91,16550561.0
2025-01-17,196.53,197.23,193.75,196,26492070.0
2025-01-21,199.07,202.29,197.87,198.05,28511190.0
2025-01-22,199.06,200.48,197.53,198.37,25246185.0
2025-01-23,198.14,200.3,195.2,197.98,23436321.0
2025-01-24,198.1,200.9,198,200.21,23195889.0
2025-01-27,192.41,196.88,190.73,191.81,38988380.0
2025-01-28,192.745,195.48,190.68,195.3,22934931.0
2025-01-29,195.555,196.785,193.43,195.41,17230655.0
2025-01-30,198,201.4,197.67,200.87,23942940.0
2025-01-31,202,205.48,201.8,204.02,29272673.0
2025-02-03,200.69,203.75,200.1,201.23,26834607.0
2025-02-04,203.39,207.05,202.81,206.38,43280261.0
2025-02-05,191.07,192.75,188.03,191.33,69841081.0
2025-02-06,189.5,192.1,188.72,191.6,26328793.0
2025-02-07,191.05,191.18,183.24,185.34,45658813.0
2025-02-10,187.35,188.2,185.86,186.47,22104339.0
2025-02-11,185.03,186.94,184.28,185.32,19068027.0
2025-02-12,183.22,185.11,181.83,183.61,20770846.0
2025-02-13,184.32,186.28,183.14,186.14,20234480.0
2025-02-14,185.055,186.4,184.32,185.23,19974495.0
2025-02-18,185.6,185.96,181.7401,183.77,29365212.0
2025-02-19,184.07,185.46,183.59,185.27,18894838.0
2025-02-20,184.8,185.31,182.72,184.56,19505638.0
2025-02-21,185.15,185.34,179.08,179.66,33073206.0
2025-02-24,181.99,183.12,178.885,179.25,26772813.0
2025-02-25,178.04,178.74,174.6939,175.42,39237689.0
2025-02-26,175.07,176.08,171.5807,172.73,34228425.0
2025-02-27,173.99,174.56,167.94,168.5,37636907.0
2025-02-28,168.68,170.61,166.77,170.28,44806979.0
