date,open,high,low,close,volume
2024-05-14,34.98,34.98,34.09,34.3,3406128.0
2024-05-15,34.61,35,31.9,32.85,10302396.0
2024-05-16,33.3,33.99,32.74,33.2,4903363.0
2024-05-17,33.25,34.66,32.87,34.44,5252135.0
2024-05-20,34.11,34.64,32.38,32.92,6118038.0
2024-05-21,32.92,33.39,32.26,32.58,3268449.0
2024-05-22,32.31,33.6,32.28,32.87,3594789.0
2024-05-23,32.8,32.99,32.25,32.6,3446703.0
2024-05-24,32.8,32.82,31.73,32.37,3548845.0
2024-05-28,32.5,32.52,31.725,32.22,2569012.0
2024-05-29,32.125,32.125,30.89,30.92,5997702.0
2024-05-30,30.91,31.23,30.48,30.5,3366933.0
2024-05-31,30.5,30.67,30.07,30.48,6209656.0
2024-06-03,30.7,31.33,30.3,31,3590009.0
2024-06-04,30.63,31.01,29.95,30.13,2549837.0
2024-06-05,31,31.27,30.22,30.95,4089500.0
2024-06-06,32.23,34.02,31.61,33.78,6477702.0
2024-06-07,33.36,34.03,32.91,32.98,2772615.0
2024-06-10,33.04,34.725,32.9313,34.51,4050204.0
2024-06-11,34.33,34.57,33.06,33.37,3979618.0
2024-06-12,33.96,34.49,33.18,33.77,3306042.0
2024-06-13,33.78,34.34,32.165,32.29,3157333.0
2024-06-14,32.25,32.77,31.91,32.64,2418189.0
2024-06-17,32.64,33.42,32.46,33.24,4284409.0
2024-06-18,33.24,33.92,33.095,33.84,6100489.0
2024-06-20,33.84,34.14,33.08,33.08,4125923.0
2024-06-21,33.05,33.05,31.47,31.51,6981753.0
2024-06-24,31.39,31.98,30.92,31.35,5114329.0
2024-06-25,31.35,33.19,31.21,32.88,6671045.0
2024-06-26,33.26,33.325,32.02,32.1,4325215.0
2024-06-27,31.85,32.23,31.445,31.73,3480889.0
2024-06-28,31.73,32.23,31.0905,32.14,13431187.0
2024-07-01,31.87,32.495,31.51,32.4,2352314.0
2024-07-02,32.35,33.41,32.2,33.17,4232365.0
2024-07-03,33.32,34.38,33.315,34.13,1744685.0
2024-07-05,34.13,34.63,34.01,34.48,3309647.0
2024-07-08,34.52,34.59,33.67,34.11,2643749.0
2024-07-09,34.22,34.6999,33.14,33.19,1744663.0
2024-07-10,33.35,33.93,32.41,33.33,4095866.0
2024-07-11,33.69,34.87,33.56,34.57,3659375.0
2024-07-12,34.62,35.415,34.47,34.87,1907113.0
2024-07-15,34.89,35.05,34.114,34.73,2078156.0
2024-07-16,34.57,36.51,34.32,36.51,3436495.0
2024-07-17,36.12,36.54,34.98,35.29,3496005.0
2024-07-18,34.96,36.095,34.67,35,2384189.0
2024-07-19,35.15,35.85,34.92,35,2733261.0
2024-07-22,35,35.72,34.85,35.57,2133396.0
2024-07-23,35.6,35.89,35.2,35.28,2765422.0
2024-07-24,34.95,35.25,33.75,33.97,2522512.0
2024-07-25,33.74,35.77,33.72,34.09,3151748.0
2024-07-26,34.52,35.21,34.27,34.32,1424913.0
2024-07-29,34.5,34.78,34.12,34.56,1364608.0
2024-07-30,34.73,35,33.885,34.24,1538010.0
2024-07-31,34.95,34.95,33.795,34.49,2201727.0
2024-08-01,34.77,35.25,32.61,33.02,3561314.0
2024-08-02,32.26,32.49,31.4,31.55,4045613.0
2024-08-05,29.89,31.3,29.84,31.11,3730580.0
2024-08-06,30.91,31.81,30.12,31.43,7669842.0
2024-08-07,33,33.97,31.06,32.31,7210779.0
2024-08-08,33.05,33.23,31.22,32.12,3268083.0
2024-08-09,31.49,32.65,31.15,31.9,2854779.0
2024-08-12,32,32.62,31.64,32.355,2421903.0
2024-08-13,32.36,32.465,31.51,32.15,3541942.0
2024-08-14,32.5,32.99,31.72,31.84,4457909.0
2024-08-15,32.125,32.93,31.59,32.35,5617648.0
2024-08-16,32.44,32.44,31.925,32.17,2433578.0
2024-08-19,32.11,33.57,31.99,33.57,2845888.0
2024-08-20,33.17,33.33,32.18,33.06,3082022.0
2024-08-21,33.42,33.622,33.06,33.58,1865035.0
2024-08-22,33.73,34.49,33.71,34.47,3743137.0
2024-08-23,34.5,35.81,34.5,35.6,3502382.0
2024-08-26,35.54,37.32,35.52,36.35,3079017.0
2024-08-27,36.32,36.35,35.43,35.7,2649082.0
2024-08-28,35.45,35.64,35.08,35.37,1788131.0
2024-08-29,35.4,36.21,35.26,35.33,2020266.0
2024-08-30,35.61,36.07,35.12,35.89,2303437.0
2024-09-03,35.23,35.35,34.572,34.73,3252753.0
2024-09-04,34.73,34.73,33.49,33.64,3185370.0
2024-09-05,33.78,34.645,33.71,34.62,1805664.0
2024-09-06,34.4,34.52,33.17,34.01,2619511.0
2024-09-09,34.15,35.96,34.06,35.41,3493086.0
2024-09-10,35.48,36.05,34.975,35.23,2563217.0
2024-09-11,35.13,35.99,34.56,35.32,4676842.0
2024-09-12,35.38,36.45,35.23,36.32,3956920.0
2024-09-13,36.45,37.12,35.96,36.99,2274274.0
2024-09-16,36.88,37.4,36.35,37.28,2257167.0
2024-09-17,37.4,38.07,37.32,37.87,2627734.0
2024-09-18,38.36,40.05,38.07,39.87,7493906.0
2024-09-19,40.26,41.86,39.9,41.83,5683666.0
2024-09-20,41.84,42.58,40.88,42.14,23425539.0
2024-09-23,41.91,41.92,40.09,40.22,3469373.0
2024-09-24,39.77,40.17,39.13,40.08,4165627.0
2024-09-25,40.14,40.85,39.38,40.5,4890462.0
2024-09-26,40.83,40.855,38.74,39.46,3623929.0
2024-09-27,39.68,40.04,39.5,39.9,1425778.0
2024-09-30,40.17,41.32,39.66,40.74,2475795.0
2024-10-01,40.7,41.29,40.25,40.45,1440191.0
2024-10-02,40.04,40.3,38.88,39.45,2342111.0
2024-10-03,39.88,39.92,39.16,39.54,1579572.0
2024-10-04,40.1,40.58,39.7,40.41,2389875.0
2024-10-07,40.07,42.716,40.06,41.95,4529199.0
2024-10-08,42.16,44.06,42.0302,44,5526066.0
2024-10-09,44,45.01,43.31,43.99,4191100.0
2024-10-10,43.84,43.84,42.26,42.74,2472650.0
2024-10-11,42.9,43.7451,42.7501,43.6,1744183.0
2024-10-14,43.79,43.805,42.5,42.84,2390692.0
2024-10-15,43.16,43.56,42.09,43,1679291.0
2024-10-16,42.87,42.92,41.54,41.99,1873398.0
2024-10-17,42.42,43.12,41.66,42.7,3287463.0
2024-10-18,43.08,43.3982,42.6,42.76,1795268.0
2024-10-21,42.97,43.98,42.34,42.93,3175660.0
2024-10-22,43.07,45.13,43,43.98,3967657.0
2024-10-23,43.73,44.63,43.2295,43.83,1928531.0
2024-10-24,43.85,44.71,43.42,43.78,1578892.0
2024-10-25,44.37,44.95,44.01,44.54,1573742.0
2024-10-28,45,45.1999,44.33,44.5,2474314.0
2024-10-29,44.74,44.86,44.18,44.66,1614593.0
2024-10-30,44.67,45.01,43.96,44.64,2387096.0
2024-10-31,44.75,44.8328,43.71,44.1,2694721.0
2024-11-01,44.54,45.75,44.24,44.775,2395269.0
2024-11-04,44.7,45.11,44.001,44.64,1415497.0
2024-11-05,44.62,46.07,44.51,45.59,1929133.0
2024-11-06,46.79,47.95,46.6,47.74,4210689.0
2024-11-07,48,50.01,47.56,48.66,5667856.0
2024-11-08,48.02,48.32,46.77,47.72,3899989.0
2024-11-11,48.34,48.51,47.62,47.74,3297764.0
2024-11-12,48,48.48,46.61,48.34,7446713.0
2024-11-13,45.37,46.5,41.57,43.02,11854523.0
2024-11-14,42.52,43,40.8,42.93,5924974.0
2024-11-15,42.93,42.93,40.88,42,6560164.0
2024-11-18,41.48,42.4,40.73,40.91,4231516.0
2024-11-19,40.23,42.8799,40.17,42.78,4197725.0
2024-11-20,42,42.23,40.4184,41.58,6525389.0
2024-11-21,41.93,43.31,41.66,43.25,5506515.0
2024-11-22,43.26,43.305,42.59,43.22,4352498.0
2024-11-25,43.2,44.06,42.52,43.61,5124023.0
2024-11-26,43.7,43.96,42.85,43.54,2745093.0
2024-11-27,43.81,43.98,42.69,43.44,1824462.0
2024-11-29,43.66,43.86,42.7,43.67,1446854.0
2024-12-02,43.46,44.36,42.71,43.51,3975214.0
2024-12-03,43.07,43.79,43,43.7,2345420.0
2024-12-04,43.88,45.86,43.65,45.59,5719883.0
2024-12-05,45.54,45.55,43.63,43.82,4454316.0
2024-12-06,43.83,44.2625,43.02,44.19,3559361.0
2024-12-09,44.41,44.41,42.1,42.47,4030529.0
2024-12-10,42.5,42.935,42.1,42.37,2088839.0
2024-12-11,42.74,42.88,41.42,41.65,4174280.0
2024-12-12,41.36,42.35,40.88,41.89,5775095.0
2024-12-13,41.9,42.05,41.15,41.78,4101807.0
2024-12-16,41.57,42.82,41.26,42.58,3968603.0
2024-12-17,42.52,42.97,42,42.81,3715008.0
2024-12-18,43.23,43.4304,41.58,41.95,3372725.0
2024-12-19,42.06,42.69,41.63,42.07,6192590.0
2024-12-20,41.64,42.73,41.62,42.02,4325539.0
2024-12-23,41.75,42.23,41.11,42.2,2183876.0
2024-12-24,42.49,43.86,42.24,43.81,1201224.0
2024-12-26,43.51,44.06,43.25,43.72,1483819.0
2024-12-27,43.49,43.795,42.06,42.2,1871358.0
2024-12-30,41.73,42.9,41.39,42.07,2434429.0
2024-12-31,42.36,42.73,41.375,41.42,1711413.0
2025-01-02,42,43.41,41.47,43.04,2280017.0
2025-01-03,43.58,44.97,43.455,44.93,2452810.0
2025-01-06,45.49,45.49,44.034,44.08,2264821.0
2025-01-07,44,44.15,42.29,42.91,2710401.0
2025-01-08,44.955,45.57,44.15,44.82,8125449.0
2025-01-10,43.58,44.71,43.07,44.23,5760590.0
2025-01-13,44.83,45.09,43.29,44.51,26170785.0
2025-01-14,46.138,46.815,45.11,46.45,6333270.0
2025-01-15,47.125,47.14,45.04,45.11,4413917.0
2025-01-16,45.45,46.66,45.05,46.58,3233231.0
2025-01-17,47.145,47.35,45.89,46.32,2703046.0
2025-01-21,46.35,46.71,45.75,46.43,3519375.0
2025-01-22,46.2,46.3948,44.56,44.61,2909047.0
2025-01-23,44.14,45.77,44.05,45.45,2539118.0
2025-01-24,45.58,46.49,45.23,45.99,2166021.0
2025-01-27,45.17,46.7799,44.81,45.65,2326120.0
2025-01-28,45.56,46.75,45.18,46.75,1967072.0
2025-01-29,47.11,48.2799,46.02,48.1,3823071.0
2025-01-30,48.98,49.9,48.6,48.9,3091083.0
2025-01-31,48.92,49.71,47.96,48.28,3246852.0
2025-02-03,46.96,49,46.07,48.13,2837639.0
2025-02-04,48.46,49.37,48.25,48.88,2507410.0
2025-02-05,48.66,48.7853,47.89,48.49,1392435.0
2025-02-06,48.89,50.11,47.945,48.59,3362147.0
2025-02-07,49.15,49.87,48.81,49.21,2537371.0
2025-02-10,49.61,50.48,48.8224,50.32,2421064.0
2025-02-11,50.19,50.345,48.29,49.69,2573426.0
2025-02-12,49.85,50.91,49.07,50.25,3003873.0
2025-02-13,50.04,50.39,48.75,49.99,1995469.0
2025-02-14,50.2,51.33,49.18,50.97,2365953.0
2025-02-18,51.43,51.5,49.42,50.35,4629127.0
2025-02-19,51.115,53.44,51.01,53.15,4496411.0
2025-02-20,52.5,53.41,51.8,52.55,4220591.0
2025-02-21,52.5,53.195,51.58,52.365,4252302.0
2025-02-24,51.72,52.265,49.31,49.36,5970475.0
2025-02-25,48.67,48.93,47.6,48.78,9217812.0
2025-02-26,43.76,44.79,42.5,42.8,11599576.0
2025-02-27,43.02,43.27,40.73,40.735,6464041.0
2025-02-28,40.35,41.27,39.99,41.09,5280425.0
